district,sector,trade,priority,recommendation_type,recommendation,reason,supporting_metrics,confidence_score,data_availability
mumbai suburban,,mechanic diesel,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic diesel in mumbai suburban before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
mumbai suburban,,plumber under dual training system,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for plumber under dual training system in mumbai suburban before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
mumbai suburban,,technician power electronic systems,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for technician power electronic systems in mumbai suburban before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nagpur,,mason (building constructor),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mason (building constructor) in nagpur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nagpur,,mechanic motor vehicle under dual system training,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic motor vehicle under dual system training in nagpur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nagpur,,plumber,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for plumber in nagpur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nagpur,,"tool and die maker (press tools, jigs and fixtures)",Insufficient Data,Data Ingestion Required,"Collect further supply and demand data for tool and die maker (press tools, jigs and fixtures) in nagpur before allocating government training resources.",Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nanded,,cosmetology,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for cosmetology in nanded before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nanded,,draughtsman civil,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for draughtsman civil in nanded before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nanded,,foundryman,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for foundryman in nanded before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nanded,,mechanic motor vehicle under dual system training,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic motor vehicle under dual system training in nanded before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nanded,,plumber,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for plumber in nanded before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nanded,,surveyor,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for surveyor in nanded before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nanded,,wood work technician,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for wood work technician in nanded before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nandurbar,,mechanic diesel,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic diesel in nandurbar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nandurbar,,refrigeration and air conditioner technician,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for refrigeration and air conditioner technician in nandurbar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nandurbar,,stenographer secretarial assistant (english),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for stenographer secretarial assistant (english) in nandurbar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nandurbar,,wood work technician,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for wood work technician in nandurbar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nashik,,computer operator and programming assistant under dual training system,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for computer operator and programming assistant under dual training system in nashik before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nashik,,food production (general),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for food production (general) in nashik before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nashik,,foundryman,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for foundryman in nashik before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nashik,,mason (building constructor),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mason (building constructor) in nashik before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nashik,,stenographer secretarial assistant (english),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for stenographer secretarial assistant (english) in nashik before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
palghar,,information and communication technology system maintenance,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for information and communication technology system maintenance in palghar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
palghar,,wood work technician,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for wood work technician in palghar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
parbhani,,electronics mechanic,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for electronics mechanic in parbhani before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
parbhani,,fire technology and industrial safety management,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for fire technology and industrial safety management in parbhani before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
parbhani,,geo-informatics assistant,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for geo-informatics assistant in parbhani before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
parbhani,,mechanic diesel under dual system training,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic diesel under dual system training in parbhani before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
parbhani,,mechanic motor vehicle,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic motor vehicle in parbhani before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
parbhani,,plumber,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for plumber in parbhani before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
parbhani,,stenographer secretarial assistant (english),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for stenographer secretarial assistant (english) in parbhani before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
parbhani,,surveyor,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for surveyor in parbhani before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
pune,,fire technology and industrial safety management,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for fire technology and industrial safety management in pune before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
pune,,geo-informatics assistant,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for geo-informatics assistant in pune before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
pune,,human resourse executive,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for human resourse executive in pune before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
pune,,industrial painter,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for industrial painter in pune before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
pune,,interior design and decoration,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for interior design and decoration in pune before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
pune,,"multimedia, animation and special effects",Insufficient Data,Data Ingestion Required,"Collect further supply and demand data for multimedia, animation and special effects in pune before allocating government training resources.",Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
pune,,photographer,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for photographer in pune before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
pune,,smartphone technician cum app tester,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for smartphone technician cum app tester in pune before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
pune,,stenographer secretarial assistant (english),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for stenographer secretarial assistant (english) in pune before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
pune,,tool and die maker (dies and moulds),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for tool and die maker (dies and moulds) in pune before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
raigad,,computer operator and programming assistant under dual training system,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for computer operator and programming assistant under dual training system in raigad before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
raigad,,cosmetology,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for cosmetology in raigad before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
raigad,,draughtsman civil,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for draughtsman civil in raigad before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
raigad,,geo-informatics assistant,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for geo-informatics assistant in raigad before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
raigad,,marketing executive,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for marketing executive in raigad before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
raigad,,stenographer secretarial assistant (english),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for stenographer secretarial assistant (english) in raigad before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
ratnagiri,,attendant operator (chemical plant),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for attendant operator (chemical plant) in ratnagiri before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
ratnagiri,,desktop publishing operator,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for desktop publishing operator in ratnagiri before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
ratnagiri,,electronics mechanic,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for electronics mechanic in ratnagiri before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
ratnagiri,,information and communication technology system maintenance,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for information and communication technology system maintenance in ratnagiri before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
ratnagiri,,interior design and decoration,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for interior design and decoration in ratnagiri before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
ratnagiri,,mechanic diesel under dual system training,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic diesel under dual system training in ratnagiri before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
sangli,,cosmetology,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for cosmetology in sangli before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
sangli,,refrigeration and air conditioner technician,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for refrigeration and air conditioner technician in sangli before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
satara,,mechanic diesel under dual system training,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic diesel under dual system training in satara before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
satara,,mechanic machine tool maintenance,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic machine tool maintenance in satara before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
satara,,refrigeration and air conditioner technician,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for refrigeration and air conditioner technician in satara before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
sindhudurg,,food production (general),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for food production (general) in sindhudurg before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
sindhudurg,,human resourse executive,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for human resourse executive in sindhudurg before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
sindhudurg,,marketing executive,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for marketing executive in sindhudurg before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
sindhudurg,,refrigeration and air conditioner technician,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for refrigeration and air conditioner technician in sindhudurg before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
solapur,,foundryman,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for foundryman in solapur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
